ID,Title,Year,Publisher,Genre,Platform,Metascore,Avg_Userscore,No_Players,Description
4622,NHL 2K7,2006,KushGames,Sports;Traditional;Team;Ice Hockey;Sim;Sim,Xbox 360,78,7.9,1-4 ,"Hundreds of new skating animations have been captured for NHL 2K7. Not only will skating look much more natural, players will also experience the true momentum of skating whenever players dig into the ice to accelerate or carve the ice to make sudden stops. In addition to the numerous new skating animations, several new checking, passing, and shooting animations have been added, making all the action in NHL 2K7 flow with amazing detail. New gameplay enhancements have been added to Pro Control, giving users offensive and defensive tools to utilize on the ice. While on offense, players now have the ability to execute drop passes, allowing users to setup new screen plays and create new scoring opportunities to catch the goalie off-guard. Pressure Control brings a tactical element to defensive hockey as players now can instruct teammates to defend opposing players while on the ice. Varying degrees of pressure can be selected - whether it's telling your teammate to shadow a selected opponent or deliver a big check - allowing players new defensive options on the fly. Pro Control in NHL 2K7 delivers the offensive and defensive options hockey fans have been asking for, truly delivering the next generation of hockey. [2K Sports]"
4623,Pro Evolution Soccer 2012,2011,Konami,Sports;Traditional;Team;Football;Soccer;Sim;Sim;Sim,Xbox 360,78,6.6,not specified,"Pro Evolution Soccer 2012 is the latest annual update to the long-running football franchise, once known as Winning Eleven."
4624,The Lord of the Rings: The Battle for Middle-Earth II - The Rise of the Witch-King,2006,EALA,Strategy;Real-Time;Fantasy;General;Fantasy,PC,78,8.5,8  Online,"Full of new content, including an entirely new faction, a completely new single player campaign, and additional units for all six existing factions, The Lord of the Rings, The Battle for Middle-earth II, The Rise of the Witch-King, allows players to explore the evil side of Middle-earth. The all new single player campaign's innovative new units help to tell the story of the evil Witch-King’s rise to power, domination of Angmar, and invasion of the great kingdom of Arnor, home to Aragorn's ancestors. To fully experience the evil side of Middle-earth, gamers can now play as the all new Angmar faction in skirmish, multiplayer, and War of the Ring modes. Experience a whole new depth of strategy and upgraded War of the Ring and Create-A-Hero features. Create-A-Hero's entirely new Troll class boasts additional weapons and armor that will allow players to have even more freedom in customizing their game play. War of the Ring, the risk-style meta-game, offers upgraded army persistence, a new siege dynamic on the Living World Map, and unified territories that serve as major control points. [Electronic Arts]"
4625,Tales of the Abyss,2006,Namco,Role-Playing;Console-style RPG,PlayStation 2,78,8.4,1-4 ,"Tales of the Abyss follows the story of the young aristocrat, Luke fon Fabre. Kidnapped seven years ago, Luke returns to his family with no memories of his life before. In order to protect him, Luke's family keeps him confined to the quite lifestyle of the palace. Suddenly, Luke is thrust into the outside world and caught in the workings of the Order of Lorelei and the Oracle Knights who serve as keepers of the prophecy known as the Score. He knows nothing of those who might be his allies or those who are already his enemies. He must learn of the power of friendship and feel the pain of sacrifice. Luke's actions could save the world or destroy it. [Namco Bandai]"
4626,Baldur's Gate II: Enhanced Edition,2013,OverhaulGames,PC-style RPG;Role-Playing;PC-style RPG;Western-Style,PC,78,7.3,not specified,"You have been kidnapped, imprisoned, and tortured. The wizard Irenicus holds you captive in his stronghold, attempting to strip you of the powers that are your birthright. Can you resist the evil within you, forge a legend of heroic proportions, and ultimately destroy the dark essence that haunts your dreams?"
4627,State of Decay,2013,UndeadLabs,Action Adventure;Horror;Horror;Survival,Xbox 360,78,7.2,No Online Multiplayer,"Life as we knew it has gone to hell after the mother of all zombie outbreaks. Now you and the few scattered survivors have to band together to survive and rebuild in a third-person action game set in a dynamic open world. You decide where to make your stand, designing and fortifying your home base, performing daring raids for food and ammunition, and rescuing other playable survivors with unique talents."
4628,Dynasty Tactics 2,2003,Koei,Strategy;Turn-Based;Historic,PlayStation 2,78,8.1,1 Player,"In Dynasty Tactics 2, the almighty Lu Bu joins the roster of playable characters, while all of the playable characters from the original Dynasty Tactics return with compelling new stories. With three times more tactical maneuvers than the original, Dynasty Tactics 2 enhances the original ""Tactics Linking System"" with a new ""Sequenced Strike System."" Taking advantage of the ""Sequenced Strike System,"" a single military unit is capable of launching a devastating offensive using up to ten ""Tactical Combo"" links. Players can now obtain new tactics at ""tactics training camps"" located throughout the game. Furthermore, players can raise their own armies, acquire tactics for subordinate officers, or employ ""Alliance Tactics"" by establishing relations with other commanders. [KOEI]"
4629,Retro/Grade,2012,"24CaratGames,24CaretGames",Action;Shooter;Rhythm;Shooter;Scrolling;Music;Scrolling,PlayStation 3,78,7.0,1 Player,"Rick Rocket has just saved the universe! Unfortunately, the massive destruction he left in his wake has caused a temporal anomaly that has reversed the flow of time. The player must assume control of Rick's spacecraft and fight through the epic space battle in reverse! Retro/Grade is an innovative game that fuses the white knuckle thrills and over the top visuals of a shooter with the broad appeal of a rhythm game. Players are forced to dodge enemy projectiles while positioning the ship to be in the correct place to fire their lasers when their shots come back to them."
4630,Sonic & All-Stars Racing Transformed,2012,SumoDigital,Driving;Racing;Arcade;Kart;Other;Kart,WiiU,78,8.0,Up to 10 ,None
4631,Under Night In-Birth Exe:Late[st],2018,French-Bread,Action;Fighting;2D,PlayStation 4,78,7.4,Up to 8 ,"The best parts of Street Fighter and BlazBlue combine in this epic 2D fighter! Easy to pick up but filled with tactical depth that will have you playing for years, Under Night In-Birth Exe:Late[st] is the frantic new fighter from the maker of cult-classic Melty Blood -- and the hit underground Japanese brawler that has captured both the imagination and hearts of the fighting game community. FEATURES: * PlayStation's Hottest New Fighter: Discover the stunning Under Night In-Birth universe in this complete edition of the celebrated four-button fighter. * An Amazing Contemporary Cast: Wield swords, daggers, whips, scythes and even killer hair braids with a colourful roster of 20 unique and audacious fighters. * Accessible, Tactical Combat: The easy-to-understand 'Grind Grid' mechanic rewards smart offensive play but punishes sloppy and negative tactics to encourage considered tactics. * An Epic Story Campaign: Immerse yourself in the epic battle between In-Births and Voids with the story-rich Chronicle Mode. * The Fighting Genre's Best-Kept Secret: The developer of cult-classic Melty Blood finally returns to the genre by popular demand!"
4632,Fallout 4: Far Harbor,2016,BethesdaGameStudios,Role-Playing;Western-Style,XboxOne,78,6.4,not specified,None
4633,Sonic Colors,2010,SonicTeam,Action;Platformer;Platformer;3D;2D;3D,Wii,78,8.5,not specified,"An extraordinary amusement park has been seen orbiting around the home planet of Sonic the Hedgehog, and rumors are spreading that an alien race of Wisps, who have a unique colorful energy, are being held captive there by the evil Dr. Eggman. Soon after arriving at the amusement park, Sonic discovers he is able to use these mysterious alien forces to help the Wisps escape!"
4634,The Adventure Pals,2018,MassiveMonster,Action;Platformer;2D,Switch,78,7.6,No Online Multiplayer,"Your birthday is ruined when your dad is dad-napped by a madman. Now you, your pet rock, and Sparkles the giraffe will have to fight your way through levels filled with platforming, bizarre enemies, and big bosses in the name of friendship and hotdogs to save the world."
4635,NHL 06,2005,EACanada,Sports;Traditional;Ice Hockey;Sim,PlayStation 2,78,8.5,8  Online,"With NHL 06 players can score like a superstar, express themselves through their shooting style with the new EA SPORTS Skill Stick and light the lamp with highlight reel moves such as spinoramas, toe drags, bat-ins, and between-the-legs shots. Classic deke control adds to the arsenal of moves allowing maneuvers around defensemen before snapping off dangerous shots that can ripple the twine and knock the water bottle off the net. [Electronic Arts]"
